seller_id,category_id,name,description,unit_id,min_order_qty,price_per_unit,stock_quantity,is_negotiable
171,23,Kedelai Impor,"Kedelai Impor segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,10812,547,True
151,23,Kedelai Impor,"Kedelai Impor segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,9046,372,True
45,23,Kedelai Impor,"Kedelai Impor segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,10926,577,True
164,24,Kacang Hijau,"Kacang Hijau segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,19628,100,True
145,24,Kacang Hijau,"Kacang Hijau segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,20270,125,True
27,24,Kacang Hijau,"Kacang Hijau segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,19808,115,True
128,24,Kacang Hijau,"Kacang Hijau segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,19285,96,True
164,24,Kacang Merah,"Kacang Merah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,21335,35,False
187,24,Kacang Merah,"Kacang Merah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,26448,47,False
86,24,Kacang Merah,"Kacang Merah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,27152,78,False
115,24,Kacang Merah,"Kacang Merah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,21611,54,False
108,24,Kacang Almond Lokal,"Kacang Almond Lokal segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,72444,23,True
43,24,Kacang Almond Lokal,"Kacang Almond Lokal segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,62569,43,True
106,24,Kacang Almond Lokal,"Kacang Almond Lokal segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,70630,33,True
127,24,Kacang Almond Lokal,"Kacang Almond Lokal segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,70035,18,True
116,24,Kacang Mete Kupas,"Kacang Mete Kupas segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,75077,29,False
19,24,Kacang Mete Kupas,"Kacang Mete Kupas segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,90839,16,False
9,24,Kacang Mete Kupas,"Kacang Mete Kupas segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,72082,33,False
188,25,Daun Salam Kering,"Daun Salam Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",2,25,8562,125,False
20,25,Daun Salam Kering,"Daun Salam Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",2,25,10061,96,False
141,25,Daun Salam Kering,"Daun Salam Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",2,25,8814,91,False
24,25,Daun Salam Kering,"Daun Salam Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",2,25,9289,68,False
14,25,Serai Segar,"Serai Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,11423,130,True
26,25,Serai Segar,"Serai Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,10162,239,True
85,25,Serai Segar,"Serai Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,10120,183,True
53,25,Serai Segar,"Serai Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,9392,65,True
101,25,Daun Jeruk Kering,"Daun Jeruk Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",2,10,7168,40,True
147,25,Daun Jeruk Kering,"Daun Jeruk Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",2,10,7826,35,True
141,25,Daun Jeruk Kering,"Daun Jeruk Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",2,10,8388,57,True
126,25,Daun Jeruk Kering,"Daun Jeruk Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",2,10,7279,16,True
44,25,Kemiri Kering,"Kemiri Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,17146,96,False
164,25,Kemiri Kering,"Kemiri Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,13269,139,False
75,25,Kemiri Kering,"Kemiri Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,14869,155,False
68,26,Jahe Merah,"Jahe Merah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,36476,279,True
24,26,Jahe Merah,"Jahe Merah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,40163,408,True
165,26,Jahe Merah,"Jahe Merah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,35414,334,True
120,26,Kunyit Segar,"Kunyit Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,16516,272,False
68,26,Kunyit Segar,"Kunyit Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,13430,318,False
58,26,Kunyit Segar,"Kunyit Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,13185,308,False
139,26,Jahe Putih,"Jahe Putih segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,25672,322,True
106,26,Jahe Putih,"Jahe Putih segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,27555,433,True
194,26,Jahe Putih,"Jahe Putih segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,24389,314,True
122,26,Kencur Segar,"Kencur Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,22289,96,False
147,26,Kencur Segar,"Kencur Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,17473,156,False
183,26,Lengkuas Segar,"Lengkuas Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,12007,124,True
9,26,Lengkuas Segar,"Lengkuas Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,13081,99,True
159,26,Kunyit Bubuk,"Kunyit Bubuk segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",2,20,7088,204,True
38,26,Kunyit Bubuk,"Kunyit Bubuk segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",2,20,7214,251,True
55,27,Kopi Arabika,"Kopi Arabika segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,74248,376,True
50,27,Kopi Arabika,"Kopi Arabika segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,77398,435,True
33,27,Kopi Arabika,"Kopi Arabika segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,76020,339,True
11,27,Kopi Arabika,"Kopi Arabika segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,80403,395,True
109,27,Kopi Arabika,"Kopi Arabika segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,92837,126,True
143,27,Kopi Robusta,"Kopi Robusta segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,65383,79,True
102,27,Kopi Robusta,"Kopi Robusta segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,55491,64,True
142,27,Kopi Robusta,"Kopi Robusta segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,66707,69,True
84,27,Kopi Robusta,"Kopi Robusta segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,57444,25,True
71,27,Kopi Robusta,"Kopi Robusta segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,66298,55,True
26,27,Kopi Liberika,"Kopi Liberika segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,77716,61,False
28,27,Kopi Liberika,"Kopi Liberika segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,77935,26,False
145,27,Kopi Liberika,"Kopi Liberika segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,73250,44,False
200,27,Kopi Liberika,"Kopi Liberika segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,69433,21,False
74,27,Kopi Liberika,"Kopi Liberika segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,67962,46,False
175,28,Teh Hijau Kering,"Teh Hijau Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,55843,305,False
178,28,Teh Hijau Kering,"Teh Hijau Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,46063,537,False
103,28,Teh Hijau Kering,"Teh Hijau Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,56312,622,False
10,28,Teh Hijau Kering,"Teh Hijau Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,42803,577,False
102,28,Teh Hijau Kering,"Teh Hijau Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,47045,276,False
126,28,Teh Hitam Kering,"Teh Hitam Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,40064,332,True
179,28,Teh Hitam Kering,"Teh Hitam Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,44231,291,True
176,28,Teh Hitam Kering,"Teh Hitam Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,41887,176,True
26,28,Teh Hitam Kering,"Teh Hitam Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,46964,112,True
59,28,Teh Hitam Kering,"Teh Hitam Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,41103,290,True
190,28,Teh Putih Kering,"Teh Putih Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,82222,51,True
125,28,Teh Putih Kering,"Teh Putih Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,67326,36,True
195,28,Teh Putih Kering,"Teh Putih Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,75152,24,True
133,28,Teh Putih Kering,"Teh Putih Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,82904,76,True
96,28,Teh Putih Kering,"Teh Putih Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,64401,28,True
52,29,Biji Kakao Fermentasi,"Biji Kakao Fermentasi segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,60561,96,True
15,29,Biji Kakao Fermentasi,"Biji Kakao Fermentasi segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,63681,97,True
64,29,Biji Kakao Fermentasi,"Biji Kakao Fermentasi segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,69248,102,True
9,29,Biji Kakao Fermentasi,"Biji Kakao Fermentasi segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,78884,150,True
117,29,Biji Kakao Fermentasi,"Biji Kakao Fermentasi segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,64580,118,True
115,29,Biji Kakao Non-Fermentasi,"Biji Kakao Non-Fermentasi segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,47746,105,False
46,29,Biji Kakao Non-Fermentasi,"Biji Kakao Non-Fermentasi segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,55917,269,False
122,29,Biji Kakao Non-Fermentasi,"Biji Kakao Non-Fermentasi segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,52832,139,False
151,29,Biji Kakao Non-Fermentasi,"Biji Kakao Non-Fermentasi segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,48298,105,False
142,29,Biji Kakao Non-Fermentasi,"Biji Kakao Non-Fermentasi segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,51083,330,False
57,29,Kakao Bubuk,"Kakao Bubuk segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,32575,87,True
166,29,Kakao Bubuk,"Kakao Bubuk segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,29960,139,True
58,29,Kakao Bubuk,"Kakao Bubuk segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,37809,31,True
174,29,Kakao Bubuk,"Kakao Bubuk segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,39320,120,True
53,29,Kakao Bubuk,"Kakao Bubuk segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,36061,31,True
65,30,Kelapa Kupas,"Kelapa Kupas segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,10638,646,True
156,30,Kelapa Kupas,"Kelapa Kupas segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,9326,776,True
79,30,Kelapa Kupas,"Kelapa Kupas segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,11054,471,True
56,30,Kelapa Tua,"Kelapa Tua segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,8425,436,False
120,30,Kelapa Tua,"Kelapa Tua segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,7753,132,False
78,30,Kelapa Tua,"Kelapa Tua segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,8027,368,False
96,30,Kelapa Muda,"Kelapa Muda segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,12337,69,True
144,30,Kelapa Muda,"Kelapa Muda segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,12663,97,True
166,30,Kelapa Muda,"Kelapa Muda segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,11410,68,True
84,30,Gula Kelapa Bubuk,"Gula Kelapa Bubuk segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",6,50,19889,489,True
71,30,Gula Kelapa Bubuk,"Gula Kelapa Bubuk segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",6,50,19863,169,True
67,30,Gula Kelapa Bubuk,"Gula Kelapa Bubuk segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",6,50,19098,190,True
15,30,VCO Minyak Kelapa,"VCO Minyak Kelapa segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",5,5,47167,250,False
154,30,VCO Minyak Kelapa,"VCO Minyak Kelapa segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",5,5,47987,243,False
104,30,VCO Minyak Kelapa,"VCO Minyak Kelapa segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",5,5,51715,132,False
108,31,Madu Hutan,"Madu Hutan segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",5,2,76593,645,True
104,31,Madu Hutan,"Madu Hutan segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",5,2,90923,282,True
100,31,Madu Hutan,"Madu Hutan segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",5,2,95048,305,True
189,31,Madu Hutan,"Madu Hutan segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",5,2,89924,699,True
172,31,Madu Randu,"Madu Randu segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",5,50,92704,443,True
92,31,Madu Randu,"Madu Randu segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",5,50,93487,166,True
130,31,Madu Randu,"Madu Randu segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",5,50,73859,143,True
77,31,Madu Randu,"Madu Randu segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",5,50,77918,429,True
196,31,Madu Klanceng,"Madu Klanceng segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",5,2,125559,30,False
47,31,Madu Klanceng,"Madu Klanceng segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",5,2,110039,76,False
175,31,Madu Klanceng,"Madu Klanceng segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",5,2,117137,77,False
86,31,Madu Klanceng,"Madu Klanceng segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",5,2,115380,55,False
119,31,Madu Kaliandra,"Madu Kaliandra segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",5,5,82279,118,True
31,31,Madu Kaliandra,"Madu Kaliandra segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",5,5,97288,116,True
121,31,Madu Kaliandra,"Madu Kaliandra segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",5,5,94208,57,True
31,32,Bambu Kering,"Bambu Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,9395,18,True
175,32,Bambu Kering,"Bambu Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,11062,24,True
98,32,Bambu Kering,"Bambu Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,9100,43,True
136,32,Bambu Kering,"Bambu Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,10208,78,True
118,32,Rotan Asalan,"Rotan Asalan segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,13561,41,True
37,32,Rotan Asalan,"Rotan Asalan segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,14246,168,True
81,32,Rotan Asalan,"Rotan Asalan segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,14160,38,True
184,32,Rotan Asalan,"Rotan Asalan segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,14784,59,True
199,32,Bambu Petung,"Bambu Petung segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,10770,111,False
44,32,Bambu Petung,"Bambu Petung segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,13007,38,False
148,32,Bambu Petung,"Bambu Petung segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,11761,72,False
196,32,Bambu Petung,"Bambu Petung segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,11744,77,False
2,32,Rotan Poles,"Rotan Poles segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,22745,49,True
10,32,Rotan Poles,"Rotan Poles segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,21355,45,True
137,32,Rotan Poles,"Rotan Poles segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,27499,34,True
174,33,Rumput Gajah,"Rumput Gajah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,2753,763,True
2,33,Rumput Gajah,"Rumput Gajah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,2830,221,True
161,33,Rumput Gajah,"Rumput Gajah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,3003,364,True
188,33,Rumput Gajah,"Rumput Gajah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,2608,182,True
64,33,Rumput Gajah,"Rumput Gajah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,3403,469,True
134,33,Hijauan Pakan Segar,"Hijauan Pakan Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,100,2232,1693,False
153,33,Hijauan Pakan Segar,"Hijauan Pakan Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,100,1905,1561,False
135,33,Hijauan Pakan Segar,"Hijauan Pakan Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,100,1915,563,False
87,33,Hijauan Pakan Segar,"Hijauan Pakan Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,100,2268,1585,False
112,33,Hijauan Pakan Segar,"Hijauan Pakan Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,100,1942,619,False
187,33,Konsentrat Pakan,"Konsentrat Pakan segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,8215,107,True
34,33,Konsentrat Pakan,"Konsentrat Pakan segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,7679,242,True
55,33,Konsentrat Pakan,"Konsentrat Pakan segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,6889,305,True
188,33,Konsentrat Pakan,"Konsentrat Pakan segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,7413,209,True
6,33,Konsentrat Pakan,"Konsentrat Pakan segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,6916,338,True
